20054	7-950697-2-1	0.0082	0.009	0.0034	0.0051	0.0065	0.0008	-0.0019	-0.0015	0.022	-0.0056
20055	7-950674-2-2	0.0066	0.0087	0.0041	0.0037	-0.0253	-0.0011	0.0128	0.0017	-0.0113	0
20056	7-950694-2-1	-0.0015	-0.0313	0.0095	0.0084	-0.0035	0.0218	-0.0056	-0.0022	0.0034	0.0031
20057	7-014660-2-4	0.003	-0.0017	-0.0336	0	-0.0021	0.0002	-0.0142	0.0036	-0.0017	0.0021
20058	7-950691-2-2	0.0081	0.0086	0.0027	0.0041	-0.0104	0.0011	0.0047	-0.0041	0.0026	0.0003
20059	7-026544-2-4	0.0085	0.0088	0.0044	0.0048	0.0071	-0.0015	-0.0009	-0.0028	0.0098	0.0096
20060	7-026556-2-4	0.0084	0.009	0.0032	0.0033	0.0067	0.0003	-0.0183	0.0003	-0.0039	0
20061	7-026478-2-2	0.0033	-0.0081	0.0059	0.0059	-0.0004	-0.0171	-0.0001	0.0033	0.0015	-0.0105
20062	7-1050898-2-1	0.0084	0.0084	0.0061	0.0042	0.0091	0.0018	0.0166	-0.0036	0.0198	-0.0066
20063	7-026520-2-4	0.0086	0.0088	0.0043	0.0027	-0.0035	-0.0045	-0.016	0.0003	0.0068	0.0043
20064	7-026526-2-4	0.0087	0.0089	0.0032	0.0026	0.0272	0.0029	0.0412	0.003	-0.0205	0.0024
20065	7-1050887-2-1	0.0061	-0.0003	0.0066	0.0026	-0.0041	0.0153	-0.0078	0.0041	-0.0068	-0.0002
20066	7-1050906-2-1	0.0085	0.0082	0.0043	0.0031	0.003	-0.0013	0.001	-0.0031	-0.0237	0.0053
20067	7-1050891-2-1	0.0086	0.009	0.0045	0.0038	0.0048	-0.0038	-0.0046	0.002	-0.0187	0.0056
20068	7-026532-2-4	0.0089	0.0086	0.0066	0.0046	0.0064	-0.0036	-0.0146	-0.002	-0.0065	0.0011
20069	7-026598-2-4	0.0081	0.0089	0.0037	0.0047	0.0051	0.0048	0.0376	0.006	-0.0025	0.0051
20070	7-026472-2-4	0.0089	0.0086	0.0043	0.0022	0.0024	-0.0044	-0.0132	0.0046	0.0131	0.0012
20071	7-1050912-2-1	-0.0014	-0.0316	0.0101	0.0121	-0.0025	-0.0098	0.0018	-0.0001	0.007	0.0037
20072	7-026508-2-3	0.0038	-0.0113	0.0071	0.006	-0.0003	0.001	-0.0148	0.0042	0.009	0
20073	7-1050904-2-1	0.0084	0.0071	0.0049	0.0014	0.008	-0.0035	-0.0015	0.0058	0.0189	-0.0019
20074	7-026490-2-4	0.0064	0.0023	-0.0143	0.0014	-0.0031	-0.004	-0.0081	-0.0038	-0.003	-0.0004
20075	7-026574-2-4	0.009	0.0093	0.0045	0.0057	0.009	0.0009	-0.0081	-0.0022	0.0294	-0.0003
20076	7-026550-2-4	0.0086	0.0086	0.0055	0.0045	0.0041	0.0044	-0.0055	0.0003	-0.0236	0.0018
20077	7-026562-2-4	0.0086	0.009	0.0044	0.0011	0.0087	0.0023	-0.0113	-0.001	0.0109	0.0039
20078	7-026592-2-4	-0.0019	-0.0312	0.0094	0.0149	-0.0016	-0.0535	0.0051	-0.0062	0.0338	-0.0298
20079	7-026502-2-4	0.0063	0.0078	-0.0024	0.004	-0.0577	0.0041	0.0102	-0.0029	0.0069	-0.002
20080	7-026514-2-4	0.0084	0.0085	0.004	0.0031	0.0036	-0.0009	0.0122	0.0023	0.0187	0.0022
20081	7-026622-2-4	0.0089	0.0091	0.0042	0.0044	0.0084	-0.0078	-0.0153	0.0043	-0.0031	-0.0067
20082	7-1050903-2-1	0.0091	0.0077	0.0037	0.0042	0.0115	0.0012	-0.0009	0.0047	-0.0108	-0.0033
20084	7-026610-2-4	0.0086	0.0085	0.0026	0.0038	-0.0044	-0.0014	-0.013	-0.0029	0.0005	-0.0033
20085	7-026628-2-4	0.0088	0.0085	0.0034	0.0009	0.0052	-0.0068	-0.0114	-0.0029	0.0278	0.0019
20086	7-1050923-2-1	0.0085	0.0088	0.005	0.0036	0.005	0.0022	-0.0138	0.0002	-0.0034	-0.0099
20087	7-1050920-2-1	0.0032	-0.0094	0.0037	0.0084	-0.0056	-0.0129	0.0013	0.0009	0.0229	-0.0218
20088	7-026674-2-3	0.008	0.0089	0.0005	0.0037	-0.0159	0.0007	0.0012	0.003	0.013	0.0015
20089	7-026843-2-4	0.0039	-0.0113	0.0084	0.0049	-0.0023	0.0198	-0.0105	0.0049	0.0013	-0.0006
20090	7-026978-2-4	0.0082	0.0087	0.0021	0.0069	-0.0229	0.0013	0.0036	0.0014	-0.0066	0.0045
20091	7-027323-2-4	0.0094	0.0094	0.0062	0.003	0.0055	-0.0003	-0.0117	-0.0063	0.021	0.0012
20092	7-028605-2-3	0.0083	0.0078	0.0036	0.0027	0.0085	-0.0053	-0.0029	-0.006	0.008	0.0035
20093	7-118172-2-1	0.0073	0.008	0.0011	0.0047	-0.0281	0.0057	0.0022	-0.0012	0.0029	-0.0049
20094	7-028802-2-4	0.0088	0.0085	0.0052	0.0043	0.0067	-0.0028	0.0022	-0.0011	0.0254	-0.0004
20095	7-1050909-2-1	-0.0012	-0.0318	0.0102	0.0123	0.0027	-0.0038	0.0012	0.0074	0.003	0.0109
20097	7-028930-2-4	0.0023	-0.012	0.0059	0.0081	-0.0229	-0.0028	0.0043	-0.0061	-0.0073	0.0054
20099	7-029655-2-4	0.0084	0.0098	0.0039	0.0055	0.018	0.0057	0.0311	0.0045	0.0013	-0.0032
20100	7-030396-2-4	0.009	0.0091	0.0059	0.0032	0.0029	-0.0064	-0.0148	0.0003	-0.0006	0.0102
20102	7-118175-2-1	0.0087	0.0084	0.0037	0.0055	0.0166	-0.0005	0.0113	0.003	0.0177	-0.009
20103	7-1050937-2-1	0.0054	-0.0039	0.0044	-0.0006	0.0029	0.0142	-0.0017	-0.004	0.0139	-0.0076
20104	7-1050927-2-1	0.0059	-0.0019	0.007	0.004	0.0089	-0.0006	-0.0209	-0.0091	0.0092	-0.0047
20105	7-032067-2-4	0.0081	0.009	0.0044	0.0035	0.0058	-0.0043	-0.0099	-0.0056	0.0007	0.0026
20107	7-118165-2-1	0.0085	0.0072	0.0043	0.0029	0.0046	-0.0037	-0.0186	0.0042	-0.0014	0.0008
20108	7-1050916-2-1	0.0018	-0.0196	0.0095	-0.0885	0.0067	-0.0042	-0.0086	-0.0015	0.0209	-0.0071
20109	7-033626-2-4	0.0086	0.0086	0.0031	0.0032	0.0122	-0.0028	0.0089	0.0026	0.0169	-0.005
20110	7-033773-2-4	0.0083	0.0087	0.003	0.0047	0.0002	-0.0053	-0.0119	-0.0071	0.0058	-0.0004
20111	7-034021-2-4	0.0087	0.0086	0.005	0.0043	0.0041	0.0021	0.001	0.0062	0.0168	-0.0004
20112	7-034207-2-4	0.0086	0.0081	0.0046	0.0027	0.0016	-0.0007	-0.0168	0.0013	0.0082	-0.0075
20113	7-1050942-2-1	-0.0015	-0.031	0.0093	0.0143	-0.0053	-0.0297	0.0017	-0.004	-0.0037	-0.0005
20114	7-1050930-2-1	0.0075	0.0072	-0.0027	0.0022	0.0068	-0.0001	-0.0146	-0.0009	0.0057	-0.0026
20115	7-1050936-2-1	0.0072	0.0057	0.0042	-0.0051	0.0012	-0.003	-0.0048	0.0003	0.0061	-0.0045
20116	7-1050945-2-1	0.0095	0.0091	0.006	0.001	0.0082	-0.0053	-0.014	-0.0045	0.0045	-0.0046
20118	7-038081-2-4	0.0081	0.0068	0.0047	-0.0023	-0.0023	0.0002	-0.0171	0.0019	0.0096	0
20119	7-1050947-2-1	0.0033	-0.0111	0.0052	0.0048	-0.0052	0.0301	-0.0059	0.0038	-0.0015	-0.0078
20120	7-1050928-2-1	0.0087	0.0084	0.0027	0.003	-0.0029	0.0024	-0.0089	0.0004	0.0082	0.0009
20121	7-038749-2-3	0.0077	0.0077	0.0026	0.0043	-0.0115	-0.0037	-0.0108	-0.0024	0.0185	-0.0062
20122	7-039326-2-4	0.0083	0.0087	0.0036	0.0042	-0.0104	-0.0033	-0.0075	-0.0081	0.0201	0.0025
20123	7-1050952-2-1	0.0084	0.0089	0.0034	0.0036	-0.0046	0.0037	-0.0168	0.0019	0.006	0.0009
20125	7-399517-1-1	0.0081	0.0091	0.0042	0.0024	0.0061	-0.0018	-0.0107	-0.0068	-0.0107	0.0018
20126	7-118208-2-1	0.0088	0.0081	0.0032	0.0028	0.0035	0.0005	-0.0042	-0.0036	0.0066	0.0046
20128	7-351016-1-2	0.0078	0.0084	0.0036	0.0044	0.0255	0.0016	0.0334	0.0007	0.0102	-0.0081
20129	7-042284-2-4	0.0062	0.0085	0.0008	0.004	-0.0544	0.0046	0.0081	-0.0013	0.0232	0.0026
20130	7-1050956-2-1	0.0086	0.0082	0.0047	0.0035	0.0203	0	0.0391	0.0005	0.0132	0.008
20131	7-387805-1-2	0.0078	0.0072	0.0038	0.0004	-0.0003	-0.0007	-0.0128	0.0037	0.0101	0.0088
20132	7-042934-2-3	0.0083	0.0085	0.0026	0.0028	-0.008	-0.001	-0.012	0.0027	-0.0012	-0.0049
20133	7-043163-2-4	0.0087	0.008	0.0032	0.0024	0.0099	-0.001	-0.017	-0.0029	-0.0034	-0.0008
20136	7-043662-2-4	0.0056	0.0028	0.0053	-0.0166	-0.0183	-0.0048	0	-0.0017	0.021	-0.0071
20137	7-043983-2-4	0.0082	0.0089	0.0033	0.0021	-0.0028	0.0004	-0.0119	0.0013	-0.0036	-0.0022
20138	7-1050970-2-1	-0.0017	-0.0316	0.0108	0.0124	-0.0001	-0.0215	-0.0024	0.0019	0.0019	0.007
20139	7-048686-2-4	0.0022	-0.0048	-0.0379	-0.0001	0.0128	0.0038	0.034	0.0044	-0.0067	-0.0034
20140	7-1050971-2-1	0.0089	0.009	0.0052	0.0034	-0.0023	-0.0002	-0.0104	0.0032	-0.0034	0.0054
20141	7-049128-2-4	0.0092	0.0087	0.0049	0.0051	0.0008	0.0005	-0.0118	-0.0032	0.0101	-0.0008
20142	7-049193-2-4	0.0079	0.0085	0.0023	0.004	-0.0206	0.0005	-0.0086	0.0009	0.0061	-0.0048
20144	7-049672-2-4	0.0083	0.0089	0.0058	0.0023	-0.0049	0.0021	0.0002	0.0092	-0.0165	-0.0003
20146	7-049882-2-4	0.0015	0.003	0.005	-0.0163	-0.0086	-0.003	0.0037	-0.0021	0.0055	-0.0079
20147	7-1050958-2-1	0.0084	0.0078	0.0025	0.003	0.0034	0.0003	0.0056	-0.0001	0.006	-0.0048
20148	7-050094-2-4	0.008	0.0088	0.0052	0.0049	-0.0107	0.0015	-0.0003	0.0038	-0.0087	-0.0047
20149	7-050488-2-2	0.0036	-0.0114	0.0083	0.0093	-0.0017	-0.0167	-0.0126	-0.002	0.0206	0.004
20150	7-1050951-2-1	0.0059	-0.0019	0.0058	0.0058	0.0043	-0.0103	-0.0084	-0.0054	0.0013	0.0024
20151	7-1050938-2-1	0.0048	-0.0053	0.0038	0.007	-0.002	-0.0077	-0.0107	0.0014	0.007	-0.0089
20152	7-1050966-2-1	0.0085	0.009	0.0043	0.0053	0.0088	-0.0049	-0.0175	-0.0035	0.0053	-0.0008
20153	7-1050978-2-1	0.003	-0.0101	0.0062	0.0066	0.0005	-0.0084	0.0004	-0.0013	0.0215	-0.007
20154	7-1050976-2-1	0.0079	0.0084	0.0023	0.0017	0.0046	0.0008	-0.0072	-0.002	-0.0041	-0.0038
20155	7-1050967-4-2	0.0082	0.008	0.0015	0.0033	-0.0231	-0.0002	-0.0042	-0.0035	-0.0086	0.0021
20156	7-1050968-2-1	0.0085	0.0091	0.0061	0.0029	0.0047	0.0027	-0.0093	-0.002	-0.0066	0.0023
20157	7-060831-2-4	0.0087	0.0085	0.0062	0.0022	0.0076	-0.0016	-0.0059	-0.0103	-0.0272	0.0081
20158	7-060896-2-4	0.0079	0.0061	0.0049	-0.0027	0.0027	0.002	-0.0092	-0.0001	-0.0073	0.0024
20159	7-060958-2-4	0.0088	0.0092	0.0045	0.0037	-0.0012	-0.0009	-0.0118	0.0012	0.0073	-0.0022
20160	7-118248-2-1	0.0084	0.0093	0.0038	0.0035	0.0013	-0.005	-0.0108	0.005	-0.0036	0.0014
20161	7-1050957-2-1	0.0083	0.0089	0.0038	0.0028	0.0052	-0.0038	-0.0206	0.0023	-0.0011	-0.0005
20162	7-1050975-2-1	0.0031	-0.0112	0.0057	0.0076	-0.008	-0.0197	-0.0055	0.0023	-0.0039	-0.012
20163	7-063112-2-3	0.0091	0.0095	0.0045	0.0031	0.0041	0.0004	0.0239	-0.0007	-0.0134	-0.0035
20165	7-118232-2-1	0.0076	0.0084	0.001	0.004	-0.033	0.0013	-0.0035	-0.0012	0.0003	0.0033
20166	7-063676-2-3	0.0086	0.009	0.006	0.0035	-0.0017	-0.0015	-0.0134	-0.0048	0.0079	0.005
20167	7-063738-2-4	0.0073	0.0058	0.0036	-0.0038	-0.0015	-0.0037	-0.0066	-0.0041	0.0109	-0.0008
20170	7-1050979-2-1	0.0037	-0.0126	0.0064	0.0078	0.0006	0.0026	-0.0087	-0.0011	0.0152	0.0007
20171	7-1050990-2-1	0.0086	0.0096	0.0026	0.0026	-0.0059	-0.0003	-0.0079	-0.0065	0.0238	0.0026
20174	7-1050963-2-1	-0.001	-0.0316	0.0116	0.0073	0.0015	0.0256	-0.0015	-0.0027	-0.0045	0.0043
20175	7-068765-2-4	0.0092	0.0087	0.0048	0.0038	0.0198	0.0054	0.0326	-0.0016	-0.0002	0.0025
20176	7-1051001-2-1	0.0022	-0.0056	-0.0401	-0.0012	-0.0021	-0.0022	-0.0069	-0.0055	0.006	-0.003
20178	7-069906-2-4	0.0066	0.0082	-0.0019	0.0046	-0.0509	0.0061	0.015	-0.0014	0.0181	0.0017
20179	7-1051006-2-1	0.0069	0.0077	0.005	-0.0034	-0.0014	-0.0007	-0.013	0.0008	-0.0022	0.001
20180	7-1050974-2-1	0.0084	0.0094	0.0045	0.0028	0.0143	-0.0034	0.0062	-0.0043	0.0098	-0.0027
20181	7-071535-2-4	0.0092	0.0089	0.0048	0.003	0.0001	-0.0073	-0.0133	0.0007	-0.0091	-0.0021
20183	7-1050989-2-1	0.009	0.009	0.0053	0.0018	0.0135	0.0024	0.01	0.0029	0.0347	0.0035
20184	7-1051002-2-1	0.0081	0.0095	0.0028	0.0027	-0.0078	0.0004	-0.0123	-0.0026	-0.0033	0.004
20185	7-080086-2-3	0.0086	0.0081	0.0067	0.0034	0.0011	0.001	-0.0089	-0.0021	-0.0025	-0.0066
20186	7-118259-2-1	0.0086	0.009	0.0049	0.0039	0.012	-0.0012	0.0082	-0.0004	-0.0368	0
20189	7-118270-2-1	0.0085	0.0086	0.0044	0.0029	0.0069	0.0025	-0.0145	0.0012	0.0156	0.0023
20191	7-1051022-2-1	0.0086	0.0083	0.0065	0.0039	0.0142	-0.0011	0.0085	-0.0003	0.0148	-0.0046
20192	7-084227-2-3	0.0082	0.0086	0.0039	0.0048	0.0206	0.0024	0.0171	-0.0004	0.0101	-0.0001
20193	7-084842-2-4	0.0087	0.0099	0.0063	0.0023	0.0146	-0.0051	0.0165	-0.0109	-0.006	0.0059
20194	7-085214-2-2	0.0078	0.0085	0.0036	0.0025	-0.0218	-0.0016	0.011	-0.0018	-0.0236	0.0075
20195	7-085310-2-4	0.0006	-0.023	0.0092	0.0098	-0.0043	0.0088	-0.0058	-0.0004	-0.009	0.0015
20196	7-085559-2-4	0.0036	-0.0116	0.0086	0.0077	-0.0036	-0.0048	-0.0053	0.003	-0.0005	-0.002
20200	7-1051012-2-1	-0.0008	-0.029	0.0088	0.0099	-0.0026	0.0172	-0.001	-0.0005	0.0119	-0.0041
20201	7-086471-2-4	-0.0018	-0.0305	0.0064	0.012	0.0024	-0.0566	0.0016	0.0008	0.0129	-0.0266
20202	7-1051010-2-1	-0.0013	-0.0314	0.0098	0.0064	0.0075	0.0393	0.006	-0.0066	0.0277	-0.0031
20203	7-1051008-2-1	-0.0016	-0.0322	0.0103	0.0112	-0.0019	-0.0174	0.0082	-0.0026	0.0078	0.0021
20204	7-1050996-2-1	-0.0012	-0.0316	0.0099	0.0079	-0.0003	0.0106	-0.0054	-0.0001	-0.0013	-0.0012
20205	7-1051013-2-1	0.0066	0.008	0	0.0048	-0.0469	0.009	0.0235	-0.0015	-0.0081	0.0101
20206	7-1051028-2-1	0.0023	0.0077	0.0047	0.0025	-0.0158	-0.0031	-0.0021	-0.0049	0.0125	0.0003
20207	7-087584-2-4	0.0086	0.0086	0.0052	0.0037	-0.0056	0.0016	0.0056	0.0064	-0.013	0.0071
20209	7-088108-2-2	0.009	0.0086	0.005	0.0051	0.0174	0.0123	0.0202	0.0005	-0.0282	0.0096
20212	7-088579-2-4	-0.0015	-0.0311	0.0096	0.0058	0.0004	0.0276	-0.0068	-0.0058	0.0071	0.008
20213	7-088754-2-4	0.0035	-0.011	0.0058	0.0091	0.0066	-0.0253	-0.0015	-0.0029	0.0287	-0.0199
20215	7-088942-2-3	0.0085	0.0086	0.0039	0.0039	0.0048	0.003	0.0035	-0.0005	-0.0204	0.0052
20216	7-089336-2-4	0.0086	0.0091	0.0051	0.0028	0.0121	0.0009	-0.0062	0.0038	-0.0129	0.0022
20217	7-089562-2-4	0.0063	-0.0015	0.0055	0.0041	0.0022	-0.005	-0.006	-0.0014	-0.0151	0.0001
20218	7-089895-2-3	0.0085	0.0087	0.0044	0.003	0.0028	-0.0013	-0.0104	0.0025	-0.0042	0.0019
20219	7-090067-2-4	0.0071	0.0087	0.0055	0.0048	-0.0104	-0.0002	0.009	-0.0038	0.0063	0.0041
20221	7-090595-2-4	0.0079	0.0087	0.0047	0.0029	-0.0159	-0.0013	0.0017	-0.0011	0.0002	-0.0025
20222	7-091089-2-4	0.0046	-0.0025	0.007	-0.0331	-0.0073	-0.0016	0.0136	0.003	-0.0134	-0.0024
20224	7-521859-1-2	0.0093	0.0085	0.0058	0.003	0.0141	-0.0073	-0.0198	-0.0079	0.0221	0.0011
20225	7-091623-2-4	0.0088	0.009	0.004	0.0027	0.0098	0.003	-0.0212	-0.0083	0.0143	0.0054
20226	7-092311-2-4	0.0086	0.0095	0.0032	0.0021	0.0051	0.0033	0.0347	0.0037	0.0007	-0.0005
20227	7-094365-2-4	0.0082	0.0086	0.0039	0.0033	-0.0093	-0.0018	-0.0095	0.0009	-0.0047	0.0034
20228	7-1051030-2-1	0.0085	0.0095	0.0032	0.0057	0.0055	-0.003	-0.0222	-0.0084	0.0206	-0.0096
20229	7-118186-2-1	0.0084	0.0084	0.0029	0.0037	0.0018	-0.0019	-0.009	0.0002	0.0117	-0.0018
20230	7-1051036-2-1	0.0015	-0.0082	-0.0345	-0.0008	0.0061	-0.0032	0.0059	0.0043	0.0095	-0.0062
20231	7-107862-2-4	0.0091	0.0087	0.0042	0.0052	0.0105	-0.0046	0.0075	-0.0038	0.0093	-0.0028
20232	7-1051011-2-1	0.0081	0.0092	0.004	0.0045	0.0094	-0.0001	0.0237	0.0039	0.0221	-0.0062
20235	7-109173-2-4	0.0087	0.0092	0.005	0.0029	0.0132	0.0028	0.0088	0.0033	0.0124	-0.0019
20236	7-110045-2-4	0.0058	0.0018	-0.0152	0.0002	-0.0009	-0.0016	-0.0124	0.0033	-0.0056	-0.0005
20237	7-118961-2-4	-0.0028	-0.0265	0.0069	0.009	-0.0051	-0.0262	0.0012	0.0044	0.0091	-0.009
20240	7-120574-2-4	0.0034	-0.0029	-0.032	-0.0003	0.0027	0.0022	-0.0048	0.0005	-0.0017	0.001
20241	7-1051057-2-1	0.0089	0.0084	0.0056	0.0043	0.0061	-0.0031	-0.0119	-0.0007	-0.0079	-0.0008
20242	7-121377-2-3	0.0088	0.0083	0.0054	0.0045	0.0157	0.0011	0.0142	0.0052	0.0253	-0.0037
20243	7-121950-2-3	0.0093	0.0094	0.0057	0.0037	0.0268	0.0049	0.0239	-0.0082	0.0162	0.0009
20244	7-123482-2-4	-0.0015	-0.0318	0.0115	0.0122	0.002	-0.0135	0.0055	0.0008	0.0061	0.0035
20245	7-1047636-2-1	0.0094	0.0094	0.0054	0.0037	0.0235	-0.0012	0.0323	-0.005	-0.0094	0.0057
20246	7-124472-2-4	0.0091	0.0092	0.004	0.0022	0.008	0.0009	-0.0024	-0.0026	-0.0067	-0.001
20249	7-1051023-2-1	0.0083	0.0082	0.0053	0.0029	0.0176	0.0051	0.0206	-0.0068	0.0175	0.0012
20250	7-126245-2-4	0.0019	-0.0086	0.0082	-0.0565	-0.0048	-0.0087	-0.0081	0.0066	0.0036	-0.0003
20251	7-126580-2-4	0.0074	0.0047	0.0048	0.0039	0.0019	-0.0037	-0.0114	-0.0002	0	0.0023
20252	7-126709-2-4	0.0075	0.0085	0.0029	0.0046	-0.0193	0.0035	0.0105	-0.002	0.0007	-0.0004
20253	7-127098-2-4	0.0072	0.0091	0.0043	0.0029	-0.0088	0.0005	0.0001	-0.0073	0.0077	0.0042
20254	7-1051063-2-1	0.0089	0.0087	0.0047	0.0021	0.0028	0.0034	-0.0183	0.0004	-0.0053	-0.0051
20255	7-127299-2-4	0.0078	0.0038	0.006	0.0021	0.0012	0.0022	-0.0108	0.0025	0.006	0.0033
20256	7-127891-2-4	-0.013	-0.0122	0.0074	0.0057	-0.0025	-0.009	-0.0026	-0.0011	0.0175	0.0047
20257	7-1051050-2-1	0.0083	0.0084	0.0022	0.0047	0.0035	-0.0059	0.0092	0.0017	0.022	-0.0098
20258	7-1051070-2-1	0.0084	0.0083	0.0061	-0.0013	0.0164	-0.002	0.0212	0.0027	-0.0153	-0.0034
20259	7-131148-2-4	0.0088	0.0089	0.006	0.0031	0.0072	-0.0037	-0.018	0.0043	-0.0086	0.0053
20260	7-132028-2-4	-0.0006	-0.0061	0.0036	-0.0047	0.001	-0.0089	-0.0007	0.0038	0.007	0.0006
20261	7-134084-2-3	0.0045	-0.0042	-0.0027	0.0031	0.0004	0.0115	-0.0135	-0.0043	-0.001	-0.0007
20262	7-1051060-2-1	0.0086	0.0087	0.0028	0.004	0.0076	0.0007	0.0402	-0.0011	0.0022	0.0028
20263	7-134361-2-4	-0.0005	-0.0265	0.003	0.011	-0.0044	-0.0465	0.0155	-0.0111	0.0248	-0.0267
20264	7-134458-2-4	-0.0014	-0.0317	0.0103	0.0112	0.0002	-0.0099	-0.0063	-0.0031	0.0008	0.0049
20266	7-134943-2-1	0.0075	0.0084	0.0028	0.0044	0.0041	-0.0001	-0.0003	0.0018	0.0011	0.0019
20267	7-135584-2-1	0.0089	0.0083	0.0048	0.004	0.003	-0.001	-0.0124	0.0014	-0.0005	-0.007
20268	7-1051056-2-1	0.0078	0.0085	0.0033	0.0037	-0.0141	-0.0055	-0.0089	0.0016	0.0023	-0.0027
20269	7-1051072-2-1	0.0089	0.0089	0.0031	0.0041	0.0049	-0.002	-0.0187	-0.0005	0.027	0.0047
20270	7-137540-2-4	-0.0013	-0.032	0.0104	0.0108	0.0018	0.0023	-0.0007	0.0026	0.0025	0.0041
20271	7-1051068-2-1	0.008	0.0081	0.0044	0.0029	0.0067	-0.0009	-0.0039	-0.0066	0.0066	0.0041
20272	7-140093-2-4	0.0086	0.0091	0.0057	0.0031	0.0051	0.0031	-0.0181	-0.0031	0.0101	0.0027
20273	7-140224-2-2	0.0076	0.0083	0.0012	0.0056	-0.0212	-0.0002	-0.0007	-0.0001	-0.0026	0.0055
20274	7-141049-2-4	0.0089	0.0087	0.0052	0.0027	0.0049	0	-0.0158	-0.0115	0.0018	0.009
20275	7-1051080-2-1	0.0065	0.006	0.0043	-0.0065	-0.0122	-0.0011	-0.0009	0.0026	-0.0044	-0.0012
